"date","store","item","year","month","demand"
2017-04-02,1,1,2017,4,21
2017-04-03,1,1,2017,4,17
2017-04-04,1,1,2017,4,22
2017-04-05,1,1,2017,4,21
2017-04-06,1,1,2017,4,25
2017-04-07,1,1,2017,4,25
2017-04-08,1,1,2017,4,23
2017-04-09,1,1,2017,4,20
2017-04-10,1,1,2017,4,19
2017-04-11,1,1,2017,4,21
2017-04-12,1,1,2017,4,17
2017-04-13,1,1,2017,4,25
2017-04-14,1,1,2017,4,15
2017-04-15,1,1,2017,4,20
2017-04-16,1,1,2017,4,32
2017-04-17,1,1,2017,4,13
2017-04-18,1,1,2017,4,21
2017-04-19,1,1,2017,4,19
2017-04-20,1,1,2017,4,26
2017-04-21,1,1,2017,4,27
2017-04-22,1,1,2017,4,19
2017-04-23,1,1,2017,4,22
2017-04-24,1,1,2017,4,17
2017-04-25,1,1,2017,4,26
2017-04-26,1,1,2017,4,22
2017-04-27,1,1,2017,4,26
2017-04-28,1,1,2017,4,25
2017-04-29,1,1,2017,4,32
2017-04-30,1,1,2017,4,33
2017-05-01,1,1,2017,5,15
2017-05-02,1,1,2017,5,21
2017-05-03,1,1,2017,5,29
2017-05-04,1,1,2017,5,19
2017-05-05,1,1,2017,5,28
2017-05-06,1,1,2017,5,34
2017-05-07,1,1,2017,5,31
2017-05-08,1,1,2017,5,24
2017-05-09,1,1,2017,5,32
2017-05-10,1,1,2017,5,17
2017-05-11,1,1,2017,5,18
2017-05-12,1,1,2017,5,26
2017-05-13,1,1,2017,5,25
2017-05-14,1,1,2017,5,32
2017-05-15,1,1,2017,5,17
2017-05-16,1,1,2017,5,24
2017-05-17,1,1,2017,5,16
2017-05-18,1,1,2017,5,32
2017-05-19,1,1,2017,5,35
2017-05-20,1,1,2017,5,34
2017-05-21,1,1,2017,5,25
2017-05-22,1,1,2017,5,20
2017-05-23,1,1,2017,5,15
2017-05-24,1,1,2017,5,30
2017-05-25,1,1,2017,5,22
2017-05-26,1,1,2017,5,24
2017-05-27,1,1,2017,5,35
2017-05-28,1,1,2017,5,33
2017-05-29,1,1,2017,5,23
2017-05-30,1,1,2017,5,17
2017-05-31,1,1,2017,5,20
2017-06-01,1,1,2017,6,29
2017-06-02,1,1,2017,6,25
2017-06-03,1,1,2017,6,36
2017-06-04,1,1,2017,6,27
2017-06-05,1,1,2017,6,22
2017-06-06,1,1,2017,6,22
2017-06-07,1,1,2017,6,29
2017-06-08,1,1,2017,6,26
2017-06-09,1,1,2017,6,16
2017-06-10,1,1,2017,6,41
2017-06-11,1,1,2017,6,28
2017-06-12,1,1,2017,6,23
2017-06-13,1,1,2017,6,26
2017-06-14,1,1,2017,6,32
2017-06-15,1,1,2017,6,30
2017-06-16,1,1,2017,6,26
2017-06-17,1,1,2017,6,31
2017-06-18,1,1,2017,6,38
2017-06-19,1,1,2017,6,30
2017-06-20,1,1,2017,6,22
2017-06-21,1,1,2017,6,26
2017-06-22,1,1,2017,6,24
2017-06-23,1,1,2017,6,26
2017-06-24,1,1,2017,6,30
2017-06-25,1,1,2017,6,26
2017-06-26,1,1,2017,6,21
2017-06-27,1,1,2017,6,32
2017-06-28,1,1,2017,6,50
2017-06-29,1,1,2017,6,28
2017-06-30,1,1,2017,6,28
2017-07-01,1,1,2017,7,31
2017-07-02,1,1,2017,7,38
2017-07-03,1,1,2017,7,18
2017-07-04,1,1,2017,7,23
2017-07-05,1,1,2017,7,23
2017-07-06,1,1,2017,7,31
2017-07-07,1,1,2017,7,32
2017-07-08,1,1,2017,7,27
2017-07-09,1,1,2017,7,32
2017-07-10,1,1,2017,7,16
2017-07-11,1,1,2017,7,23
2017-07-12,1,1,2017,7,29
2017-07-13,1,1,2017,7,22
2017-07-14,1,1,2017,7,38
2017-07-15,1,1,2017,7,40
2017-07-16,1,1,2017,7,36
2017-07-17,1,1,2017,7,20
2017-07-18,1,1,2017,7,26
2017-07-19,1,1,2017,7,24
2017-07-20,1,1,2017,7,37
2017-07-21,1,1,2017,7,27
2017-07-22,1,1,2017,7,35
2017-07-23,1,1,2017,7,32
2017-07-24,1,1,2017,7,27
2017-07-25,1,1,2017,7,20
2017-07-26,1,1,2017,7,28
2017-07-27,1,1,2017,7,35
2017-07-28,1,1,2017,7,25
2017-07-29,1,1,2017,7,30
2017-07-30,1,1,2017,7,26
2017-07-31,1,1,2017,7,22
2017-08-01,1,1,2017,8,18
2017-08-02,1,1,2017,8,19
2017-08-03,1,1,2017,8,25
2017-08-04,1,1,2017,8,26
2017-08-05,1,1,2017,8,35
2017-08-06,1,1,2017,8,29
2017-08-07,1,1,2017,8,20
2017-08-08,1,1,2017,8,28
2017-08-09,1,1,2017,8,28
2017-08-10,1,1,2017,8,31
2017-08-11,1,1,2017,8,25
2017-08-12,1,1,2017,8,32
2017-08-13,1,1,2017,8,32
2017-08-14,1,1,2017,8,26
2017-08-15,1,1,2017,8,18
2017-08-16,1,1,2017,8,24
2017-08-17,1,1,2017,8,21
2017-08-18,1,1,2017,8,35
2017-08-19,1,1,2017,8,29
2017-08-20,1,1,2017,8,27
2017-08-21,1,1,2017,8,19
2017-08-22,1,1,2017,8,28
2017-08-23,1,1,2017,8,26
2017-08-24,1,1,2017,8,15
2017-08-25,1,1,2017,8,30
2017-08-26,1,1,2017,8,38
2017-08-27,1,1,2017,8,26
2017-08-28,1,1,2017,8,15
2017-08-29,1,1,2017,8,21
2017-08-30,1,1,2017,8,22
2017-08-31,1,1,2017,8,26
2017-09-01,1,1,2017,9,38
2017-09-02,1,1,2017,9,26
2017-09-03,1,1,2017,9,23
2017-09-04,1,1,2017,9,12
2017-09-05,1,1,2017,9,26
2017-09-06,1,1,2017,9,24
2017-09-07,1,1,2017,9,29
2017-09-08,1,1,2017,9,28
2017-09-09,1,1,2017,9,28
2017-09-10,1,1,2017,9,30
2017-09-11,1,1,2017,9,16
2017-09-12,1,1,2017,9,20
2017-09-13,1,1,2017,9,13
2017-09-14,1,1,2017,9,26
2017-09-15,1,1,2017,9,28
2017-09-16,1,1,2017,9,27
2017-09-17,1,1,2017,9,30
2017-09-18,1,1,2017,9,22
2017-09-19,1,1,2017,9,21
2017-09-20,1,1,2017,9,20
2017-09-21,1,1,2017,9,20
2017-09-22,1,1,2017,9,28
2017-09-23,1,1,2017,9,37
2017-09-24,1,1,2017,9,24
2017-09-25,1,1,2017,9,14
2017-09-26,1,1,2017,9,18
2017-09-27,1,1,2017,9,27
2017-09-28,1,1,2017,9,23
2017-09-29,1,1,2017,9,28
2017-09-30,1,1,2017,9,30
2017-10-01,1,1,2017,10,21
2017-10-02,1,1,2017,10,12
2017-10-03,1,1,2017,10,18
2017-10-04,1,1,2017,10,15
2017-10-05,1,1,2017,10,20
2017-10-06,1,1,2017,10,19
2017-10-07,1,1,2017,10,22
2017-10-08,1,1,2017,10,19
2017-10-09,1,1,2017,10,9
2017-10-10,1,1,2017,10,23
2017-10-11,1,1,2017,10,14
2017-10-12,1,1,2017,10,24
2017-10-13,1,1,2017,10,23
2017-10-14,1,1,2017,10,26
2017-10-15,1,1,2017,10,28
2017-10-16,1,1,2017,10,19
2017-10-17,1,1,2017,10,17
2017-10-18,1,1,2017,10,15
2017-10-19,1,1,2017,10,26
2017-10-20,1,1,2017,10,22
2017-10-21,1,1,2017,10,26
2017-10-22,1,1,2017,10,32
2017-10-23,1,1,2017,10,20
2017-10-24,1,1,2017,10,23
2017-10-25,1,1,2017,10,22
2017-10-26,1,1,2017,10,28
2017-10-27,1,1,2017,10,20
2017-10-28,1,1,2017,10,22
2017-10-29,1,1,2017,10,29
2017-10-30,1,1,2017,10,22
2017-10-31,1,1,2017,10,24
2017-11-01,1,1,2017,11,16
2017-11-02,1,1,2017,11,21
2017-11-03,1,1,2017,11,18
2017-11-04,1,1,2017,11,34
2017-11-05,1,1,2017,11,23
2017-11-06,1,1,2017,11,17
2017-11-07,1,1,2017,11,23
2017-11-08,1,1,2017,11,14
2017-11-09,1,1,2017,11,21
2017-11-10,1,1,2017,11,19
2017-11-11,1,1,2017,11,24
2017-11-12,1,1,2017,11,27
2017-11-13,1,1,2017,11,22
2017-11-14,1,1,2017,11,16
2017-11-15,1,1,2017,11,19
2017-11-16,1,1,2017,11,22
2017-11-17,1,1,2017,11,25
2017-11-18,1,1,2017,11,31
2017-11-19,1,1,2017,11,32
2017-11-20,1,1,2017,11,21
2017-11-21,1,1,2017,11,29
2017-11-22,1,1,2017,11,27
2017-11-23,1,1,2017,11,25
2017-11-24,1,1,2017,11,22
2017-11-25,1,1,2017,11,29
2017-11-26,1,1,2017,11,24
2017-11-27,1,1,2017,11,10
2017-11-28,1,1,2017,11,14
2017-11-29,1,1,2017,11,28
2017-11-30,1,1,2017,11,15
2017-12-01,1,1,2017,12,19
2017-12-02,1,1,2017,12,16
2017-12-03,1,1,2017,12,31
2017-12-04,1,1,2017,12,7
2017-12-05,1,1,2017,12,20
2017-12-06,1,1,2017,12,17
2017-12-07,1,1,2017,12,18
2017-12-08,1,1,2017,12,17
2017-12-09,1,1,2017,12,27
2017-12-10,1,1,2017,12,20
2017-12-11,1,1,2017,12,20
2017-12-12,1,1,2017,12,13
2017-12-13,1,1,2017,12,17
2017-12-14,1,1,2017,12,14
2017-12-15,1,1,2017,12,16
2017-12-16,1,1,2017,12,15
2017-12-17,1,1,2017,12,22
2017-12-18,1,1,2017,12,19
2017-12-19,1,1,2017,12,7
2017-12-20,1,1,2017,12,16
2017-12-21,1,1,2017,12,12
2017-12-22,1,1,2017,12,6
2017-12-23,1,1,2017,12,18
2017-12-24,1,1,2017,12,19
2017-12-25,1,1,2017,12,13
2017-12-26,1,1,2017,12,16
2017-12-27,1,1,2017,12,14
2017-12-28,1,1,2017,12,19
2017-12-29,1,1,2017,12,15
2017-12-30,1,1,2017,12,27
2017-12-31,1,1,2017,12,23
